Genus	SMPL0	SMPL1	SMPL10	SMPL11	SMPL12	SMPL13	SMPL14	SMPL15	SMPL16	SMPL17	SMPL18	SMPL19	SMPL2	SMPL20	SMPL21	SMPL22	SMPL23	SMPL24	SMPL25	SMPL26	SMPL27	SMPL28	SMPL29	SMPL3	SMPL30	SMPL31	SMPL32	SMPL33	SMPL34	SMPL35	SMPL36	SMPL37	SMPL38	SMPL39	SMPL4	SMPL40	SMPL41	SMPL42	SMPL43	SMPL44	SMPL45	SMPL46	SMPL47	SMPL48	SMPL49	SMPL5	SMPL50	SMPL51	SMPL52	SMPL53	SMPL54	SMPL55	SMPL56	SMPL57	SMPL58	SMPL59	SMPL6	SMPL60	SMPL61	SMPL62	SMPL63	SMPL64	SMPL65	SMPL66	SMPL67	SMPL68	SMPL69	SMPL7	SMPL70	SMPL71	SMPL72	SMPL73	SMPL74	SMPL8	SMPL9
Bacteria;Firmicutes;Clostridia;Monoglobales;Monoglobaceae;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Monoglobales;Monoglobaceae;Monoglobus	3	0	0	208	0	0	0	37	17	0	0	0	0	0	0	0	0	0	0	0	15	0	2	0	0	5	0	0	8	1	1	0	27	0	0	0	0	0	47	19	3	0	3	7	4	0	0	0	1	0	0	0	0	16	0	77	0	11	6	115	0	0	120	3	1	28	87	0	0	22	161	378	2	0	6
Bacteria;Firmicutes;Clostridia;Oscillospirales;?;?	23	0	0	0	0	40	0	17	26	0	19	0	0	0	0	0	0	0	0	0	6	0	16	5	0	775	1	5	7	35	0	6	23	0	0	0	0	0	247	1	1	0	6	0	3	19	0	3	0	1	0	0	0	28	0	23	0	12	111	26	23	5	182	8	30	5	30	2	0	64	40	72	2	5	49
Bacteria;Firmicutes;Clostridia;Oscillospirales;?;metagenome	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	26	0	0	4	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	2	13	1	2	0	0	0	0	0	0	1	0	0	1
Bacteria;Firmicutes;Clostridia;Oscillospirales;Butyricicoccaceae;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	2	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Butyricicoccaceae;Butyricicoccus	44	209	0	0	1	14	0	60	0	0	349	0	3	0	3	0	0	0	0	0	86	4	51	334	0	88	47	29	37	62	15	260	13	3	0	0	0	71	10	28	397	0	17	102	15	576	58	16	0	18	15	0	0	34	8	14	0	159	81	207	127	410	42	3	39	37	362	195	169	37	37	102	3	171	51
Bacteria;Firmicutes;Clostridia;Oscillospirales;Butyricicoccaceae;UCG-008	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Butyricicoccaceae;UCG-009	7	0	0	0	0	0	0	95	0	0	27	0	0	0	0	0	0	0	0	0	171	21	37	1	0	165	1	2	15	113	0	45	43	0	0	0	0	0	47	81	3	0	14	0	25	92	0	1	0	40	3	0	0	53	0	68	0	12	19	3	62	0	54	2	18	80	140	0	4	125	32	5	2	0	74
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ethanoligenenaceae;Acetanaerobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Hungateiclostridiaceae;Fastidiosipila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Hungateiclostridiaceae;Ruminiclostridium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	71	3	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	4	2	72	14	0	98	13	0	0	0	0	0	0	47	4	0	0	3
Bacteria;Firmicutes;Clostridia;Oscillospirales;Hydrogenoanaerobacterium;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	11	2	8	0	0	7	0	0	0	0	2	0	0	0	0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Hydrogenoanaerobacterium;Selenomonadales bacterium Marseille-P2399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	58	0	0	40	0	0	5	1	0	0	26	11	18	0	1	0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Hydrogenoanaerobacterium;uncultured rumen bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	6	0	0	0	0	0	0	0	0	4	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;?	63	1889	0	134	0	0	0	1193	1165	0	362	0	37	0	91	0	0	2	0	0	907	31	332	382	0	484	872	119	4516	61	183	372	1496	11	0	11	0	4	714	3154	780	0	120	295	545	105	335	761	1	313	23	67	3	3498	34	209	0	1215	1026	1529	1661	594	5814	2089	682	766	4506	1214	222	6932	866	1432	606	259	190
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;Colidextribacter	310	10	0	0	0	140	0	30	5	1	25	0	0	0	8	0	0	0	0	0	164	20	110	20	0	249	103	34	44	134	42	92	91	0	0	130	0	0	176	258	229	0	39	0	44	2	0	43	0	36	0	2	0	550	8	38	0	136	236	96	207	76	85	106	113	99	145	302	98	119	198	247	38	380	88
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;Flavonifractor	26	2	0	0	0	86	59	17	1	0	60	0	14	0	21	0	0	0	0	0	43	59	18	0	0	150	200	1	11	314	6	170	13	62	0	5	1	2014	14	103	17	0	10	2	6	225	42	4	1	16	53	154	17	330	67	2	0	35	16	10	15	6	237	67	42	13	53	201	31	156	20	16	14	69	18
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;Intestinimonas	8	2	0	202	0	0	0	2	0	0	20	0	0	0	0	0	0	0	0	0	33	0	37	0	0	850	96	0	18	67	4	5	1	1	0	3	0	0	88	86	26	0	1	90	2	2	0	0	0	8	4	0	0	97	0	6	0	17	6	25	9	9	36	1	11	25	19	17	0	17	38	36	4	25	4
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;NK4A214 group	137	26	0	0	0	0	0	170	402	0	356	0	0	0	0	0	0	0	0	0	104	41	46	582	0	282	54	0	355	65	141	22	128	0	0	91	0	1	249	326	379	0	174	0	902	1056	0	452	0	146	0	1	0	121	26	45	0	213	165	637	269	56	264	139	147	51	368	41	164	1234	377	755	47	8	985
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;Oscillibacter	221	11	0	224	0	0	0	280	371	0	240	0	121	0	0	0	0	0	0	0	530	270	43	4	0	557	85	2	422	237	12	17	746	6	0	6	0	29	96	98	51	0	9	0	65	313	0	10	0	207	55	75	0	256	95	20	0	141	94	111	55	2	702	84	52	211	423	330	10	442	65	400	21	307	50
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;Oscillospira	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	2	0	0	0	0	7	7	0	0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;Papillibacter	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	3	4	1	1	14	2	0	0	0	0	0	2	2	9	0	0	0	3	0	0	0	1	0	0	0	0	3	0	1	0	0	2	3	3	0	5	3	1	0	4	4	0	7	2	0	4	0	0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;Pseudoflavonifractor	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	3	1	0	0	2	0	0	0	0	0	0	0	0	0	0	2	11	0	0	0	0	0	0	0	3	10	0	0	3	2	0	0	0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;UCG-002	1170	1311	0	250	0	21	0	728	266	0	6348	0	0	0	423	0	0	0	0	0	7229	1478	682	275	0	1300	4294	0	2383	26	2912	79	1654	0	0	1076	0	3	3453	3144	1695	0	362	0	2658	4495	0	541	2	317	935	100	106	7724	194	782	0	4947	1204	5133	2428	1132	11173	745	808	872	1618	572	136	3363	3793	8883	1318	286	1886
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;UCG-003	175	94	0	2	0	2	0	3	644	0	2752	0	0	0	92	0	0	0	0	0	10	0	43	3	0	0	1	1	200	178	30	0	653	0	0	142	0	0	12	618	332	0	0	0	141	0	0	57	0	23	2	0	0	866	1	56	0	619	46	215	82	180	184	178	0	114	403	90	25	1163	464	52	103	0	857
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;UCG-005	56	417	0	6	0	62	0	425	6	0	233	0	0	0	0	0	0	0	0	0	503	13	341	18	0	138	77	0	404	1	50	5	1826	0	0	6	0	1	913	195	385	0	24	0	92	200	0	377	0	35	1	0	1	55	0	18	0	478	419	899	454	317	1026	271	142	302	740	145	6	2000	599	394	263	31	142
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;UCG-007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	31	0	0	0	1	0	0	0	6	13	0	0	0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;V9D2013 group	0	0	0	0	0	0	0	0	195	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	9	0	0	2	0	0	0	0	0	0	0	1	3	0	0	0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;?	5405	18519	0	139	1	1001	0	241	490	944	2507	2811	4	372	55	429	0	348	0	1937	637	1877	521	603	0	311	219	79	892	399	432	360	1198	20	186	3	2	27	384	1635	127	1	681	5	167	2074	307	274	22	235	1794	288	7	470	1235	827	22	481	1463	500	308	369	767	402	410	624	1182	433	623	1097	1104	981	390	130	614
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Anaerofilum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	7	0	0	0	4	0	8	20	0	19	15	0	0	0	0	0	33	2	5	0	20	0	12	0	0	1	0	0	0	2	0	0	0	19	0	7	9	9	14	1	55	0	7	57	26	2	0	29	8	20	4	1	2
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Anaerotruncus	3	8	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	22	0	11	0	0	0	25	2	7	0	0	2	7	0	0	0	0	0	47	7	3	0	0	0	0	0	0	1	0	0	0	0	0	9	0	4	0	12	12	4	9	10	51	9	26	14	23	1	0	56	8	27	0	8	5
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Angelakisella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	4	6	0	29	39	0	2	5	0	0	0	2	8	0	1	2
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;CAG-352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	641	0	24	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Candidatus Soleaferrea	6	2	0	0	0	0	0	39	0	0	2	0	0	0	0	0	0	0	0	0	5	0	2	0	0	9	1	18	16	30	9	16	2	0	0	0	0	0	19	3	11	0	5	0	1	1	0	0	0	4	4	0	0	2	0	13	0	1	22	142	4	3	37	3	24	2	42	8	7	30	17	17	6	12	0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;DTU089	3	2	0	0	0	0	0	21	0	0	4	0	0	0	0	0	0	0	0	0	127	0	0	0	0	291	0	135	5	23	0	137	67	0	0	0	0	0	19	44	46	0	3	0	37	4	0	0	0	33	40	3	0	12	0	30	0	0	11	0	5	3	48	11	20	4	9	16	0	29	6	35	0	3	24
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Faecalibacterium	52411	11656	60	9019	365	67066	90745	13140	18733	54	12624	42	36826	40	3933	2551	12	27	36241	39599	9609	61749	57066	27794	87	25969	21326	4388	9411	24288	28906	7053	28847	7606	35	37312	41	94953	9276	44943	21245	39	22878	38652	10946	17223	36213	36866	20893	47138	44271	24707	34564	29659	34124	17587	5816	14563	22152	2131	30106	18792	15084	11297	38024	25036	10504	26325	11507	22214	21115	8705	7316	18008	31518
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Fournierella	2	0	0	0	0	0	0	0	341	0	2	0	0	0	8	0	0	0	0	0	7	0	0	0	0	102	0	1	10	3	0	2	0	0	0	0	0	0	2	0	0	0	0	129	3	0	0	0	0	0	20	396	0	0	86	0	925	3	0	0	0	0	1	0	11	0	36	23	3	1	0	4	0	3	1
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Harryflintia	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	20	0	5	0	0	0	1	0	18	0	0	4	0	0	0	0	0	0	8	3	2	0	4	0	3	0	0	0	0	0	0	0	0	1	0	0	0	9	11	3	0	3	3	5	16	4	8	0	0	31	6	15	1	2	0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Incertae Sedis	20	1	0	50	0	123	14	443	6	0	53	0	2	0	2	33	0	0	4	17	53	101	48	29	0	224	16	145	57	85	5	197	43	14	0	7	1	341	47	145	64	0	62	64	54	48	48	50	1	69	40	15	3	196	113	91	3	10	52	5	18	2	174	88	458	87	41	0	97	45	63	23	1	18	15
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Negativibacillus	30	1	0	128	0	0	0	158	206	0	1	0	0	0	0	0	0	0	0	0	209	775	39	1	0	110	3	15	131	309	116	118	128	324	0	22	0	0	507	450	27	0	35	1	52	42	0	0	0	136	46	0	0	149	4	169	0	70	218	354	109	424	246	11	186	271	1670	1	50	741	1	91	0	36	69
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Paludicola	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	12	0	0	24	0	0	0	0	0	0	5	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	113	0	0	7	4	2	0	6	1	8	1	15	0	0	2	1	6	0	1	0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Phocea	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	2	0	5	0	26	16	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	8	0	0	0	0	0	4	43	2	0	7	1	2	7	17	32	60	2	19	6	2	0	7	1
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Ruminococcus	424	1961	0	63	0	0	35	57	1930	0	91	0	51	1	13	2	0	0	6	0	2136	1	7355	5039	0	7	41	0	6357	5238	384	6687	222	2	0	9	2	1	1474	8965	2417	1	7172	1	157	216	2	207	39	8	3	0	4	4	10	8161	54	5261	14531	1699	2894	3911	679	66	7079	4662	2985	5	1746	1324	1073	2242	276	6322	4355
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Subdoligranulum	989	384	0	123	0	77	1	1010	131	18	1902	0	4	0	90	0	0	1	0	2	2162	160	4363	5645	0	847	2366	4829	103	523	1925	5786	1528	2	0	2	12	1684	2493	595	1144	0	2043	32	4156	1861	2194	1238	1955	1590	2131	416	1	330	477	3331	2	1752	3147	602	2801	2303	2458	1055	585	2220	7756	1988	6304	8521	633	1052	2279	2711	6944
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;UBA1819	18	31	0	0	0	9	0	115	2	0	1	0	0	0	0	0	0	0	0	0	3	0	11	1	0	2	29	69	59	33	55	140	2	10	0	7	0	1	40	15	46	0	24	0	24	30	0	7	1	5	0	0	15	28	0	32	0	15	6	8	24	10	492	720	25	146	75	130	1	408	7	19	3	22	2
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;[Eubacterium] siraeum group	0	12	0	0	0	0	0	7	29	0	0	0	33	0	0	0	0	0	0	0	0	0	368	0	0	512	887	0	544	0	835	0	0	0	0	0	0	0	1050	1	1016	0	0	0	152	0	0	252	0	0	0	0	0	0	0	0	0	235	1439	10	26	0	137	0	0	161	41	66	1	0	1792	17	11	4	18
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;uncultured Clostridiales bacterium	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Oscillospirales;UCG-010;?	0	4	0	0	0	0	0	4	32	0	0	0	0	0	0	0	0	0	0	0	15	0	74	0	0	0	15	0	10	0	1	0	39	0	0	0	0	2	206	0	364	0	0	0	6	0	0	25	1	1	0	0	0	14	0	55	0	29	51	472	45	14	548	0	12	36	108	0	0	184	868	834	48	0	0
Bacteria;Firmicutes;Clostridia;Oscillospirales;UCG-010;gut metagenome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	113	29	0	0
Bacteria;Firmicutes;Clostridia;Oscillospirales;UCG-010;metagenome	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	48	2	0	0	18	0	0	0	0	0	85	0	0	0	0	0	12	0	16	0	0	0	18	0	0	0	0	0	0	0	0	0	0	74	0	0	0	322	11	0	47	15	0	25	11	0	0	0	63	6	13	0	0
Bacteria;Firmicutes;Clostridia;Oscillospirales;UCG-010;uncultured Ruminococcaceae bacterium	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	18	0	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	2	2	176	103	0	191	2	18	4	4	0	0	10	50	20	6	0	0
Bacteria;Firmicutes;Clostridia;Oscillospirales;UCG-010;uncultured organism	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272	68	0	0	0	0	0	0	18	0	0	0	135	72	0	0	0
Bacteria;Firmicutes;Clostridia;Oscillospirales;UCG-010;uncultured rumen bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	4	0	0	0
Bacteria;Firmicutes;Clostridia;Oscillospirales;UCG-011;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	1	1	4	0	149	0	0	0	0	0	0	4	1	0	0	0	0
Bacteria;Firmicutes;Clostridia;Oscillospirales;[Clostridium] methylpentosum group;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	6	1	0	0	0	2	0	0	0	0	0	0	5	2	42	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	5	0	7	5	2	0	0	2	164	0	0	0	0
Bacteria;Firmicutes;Clostridia;Oscillospirales;[Clostridium] methylpentosum group;Ruminococcus sp. Marseille-P2976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	2	0	7	0	0	0	0	0	0	0	4	1	0	0	0	0	7	0	0	0	0	0	0	0	2	0	4	0	22	3	7	0	17	13	0	1	1	3	0	1	0	2	6	0	0	0
Bacteria;Firmicutes;Clostridia;Oscillospirales;[Eubacterium] coprostanoligenes group;?	1	3	0	0	0	0	0	2	331	0	3	0	0	0	0	0	0	0	0	0	88	0	1	0	0	2	0	0	0	0	0	1	1	1	0	2	0	0	486	0	27	0	3	0	505	0	0	0	0	1	0	0	0	818	1	13	0	2	5	11	727	1	20	12	0	153	250	0	1	19	36	837	10	1	0
Bacteria;Firmicutes;Clostridia;Oscillospirales;[Eubacterium] coprostanoligenes group;Clostridiales bacterium 42_27	0	147	0	1	0	0	34	6	0	0	569	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0	9	0	416	1	0	632	0	0	0	0	0	0	7	0	174	0	195	0	1	129	0	0	5	0	2	0	0	1	0	504	0	0	89	375	4	93	730	0	0	300	2	0	1	0	1	67	392	0	445
Bacteria;Firmicutes;Clostridia;Oscillospirales;[Eubacterium] coprostanoligenes group;Eubacteriaceae bacterium CHKCI005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	7	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	18	1	0	0	0	0	0	16	0	12	0	0	0
Bacteria;Firmicutes;Clostridia;Oscillospirales;[Eubacterium] coprostanoligenes group;gut metagenome	0	808	0	0	0	0	1	92	1	0	11	0	0	0	0	0	0	0	0	1	0	0	316	1148	0	0	452	0	252	1107	190	7	0	1	0	258	0	3	2519	442	4	0	1	0	0	0	0	698	0	752	999	0	0	0	0	18	0	411	1471	530	399	595	5	235	840	4	235	367	485	604	824	1002	37	320	18
Bacteria;Firmicutes;Clostridia;Oscillospirales;[Eubacterium] coprostanoligenes group;uncultured Clostridiaceae bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Oscillospirales;[Eubacterium] coprostanoligenes group;uncultured Firmicutes bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Oscillospirales;[Eubacterium] coprostanoligenes group;uncultured organism	0	0	0	619	0	0	0	4381	341	0	14	0	0	0	0	0	0	0	0	0	684	0	38	43	0	7192	0	0	1424	0	0	13	1980	0	0	155	1	1	342	621	1171	0	0	0	5386	0	0	528	0	0	0	0	0	0	0	0	0	388	0	3050	1485	2	1730	808	30	1	4406	0	0	11380	1699	21	312	0	0
Bacteria;Firmicutes;Clostridia;Oscillospirales;[Eubacterium] coprostanoligenes group;uncultured rumen bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Peptococcales;?;?	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	4	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Peptococcales;Peptococcaceae;?	1	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	115	0	10	0	0	0	0	0	13	0	2	0	1	0	0	0	0	0	21	0	0	0	40	0	0	0	0	2	0	0	0	0	0	1	0	0	0	12	5	8	5	1	135	18	13	8	30	0	0	25	15	8	3	1	0
Bacteria;Firmicutes;Clostridia;Peptococcales;Peptococcaceae;Peptococcus	0	17	0	0	0	0	0	14	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	495	0	0	0	0	0	0	78	0	0	0	0	0	184	0	5	0	0	0	171	0	0	155	0	0	0	0	0	9	0	11	0	0	34	431	825	0	1	1	1	0	25	0	0	1869	66	539	7	0	18
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;?;?	86	8	0	2	21	0	0	186	0	4	59	0	68	0	0	6	0	0	24	49	0	24	9	187	0	0	0	0	0	13	0	0	8	0	112	3	0	0	4	3	8	52	4	0	4	262	0	5	16	0	18	0	3	6	29	0	0	7	5	3	25	0	0	13	0	16	9	0	0	9	0	7	3	0	146
